Audit Entity ID,Control ID,Control Title,Control Description,KPA ID,KPA Description,Specific Risk ID,Specific Risk Description
AE-11,CTRL-0212,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-11,CTRL-0213,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-12,CTRL-0214,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that payment instructions are not authorized before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-112,Risk that payment instructions are not authorized before release
AE-12,CTRL-0215,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that payment instructions are not authorized before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-112,Risk that payment instructions are not authorized before release
AE-12,CTRL-0216,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that payment instructions are not authorized before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-112,Risk that payment instructions are not authorized before release
AE-12,CTRL-0217,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that daily payment reconciliations are not completed and reviewed. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-113,Risk that daily payment reconciliations are not completed and reviewed
AE-12,CTRL-0218,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that daily payment reconciliations are not completed and reviewed. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-113,Risk that daily payment reconciliations are not completed and reviewed
AE-12,CTRL-0219,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that daily payment reconciliations are not completed and reviewed. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-113,Risk that daily payment reconciliations are not completed and reviewed
AE-12,CTRL-0220,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-12,CTRL-0221,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-12,CTRL-0222,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that daily payment reconciliations are not completed and reviewed. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-113,Risk that daily payment reconciliations are not completed and reviewed
AE-12,CTRL-0223,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-12,CTRL-0224,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-12,CTRL-0225,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-12,CTRL-0226,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that daily payment reconciliations are not completed and reviewed. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-113,Risk that daily payment reconciliations are not completed and reviewed
AE-12,CTRL-0227,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-12,CTRL-0228,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-12,CTRL-0229,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-12,CTRL-0230,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-12,CTRL-0231,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-12,CTRL-0232,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-12,CTRL-0233,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-12,CTRL-0234,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that daily payment reconciliations are not completed and reviewed. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-113,Risk that daily payment reconciliations are not completed and reviewed
AE-12,CTRL-0235,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-12,CTRL-0236,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-12,CTRL-0237,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-12,CTRL-0238,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-12,CTRL-0239,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that transaction monitoring rules are not calibrated against typologies. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-107,Risk that transaction monitoring rules are not calibrated against typologies
AE-12,CTRL-0240,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-13,CTRL-0241,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-13,CTRL-0242,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-13,CTRL-0243,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-13,CTRL-0244,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-13,CTRL-0245,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-13,CTRL-0246,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-13,CTRL-0247,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that Suspicious Activity Reports are not filed within regulatory deadlines. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-108,Risk that Suspicious Activity Reports are not filed within regulatory deadlines
AE-13,CTRL-0248,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-13,CTRL-0249,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-13,CTRL-0250,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-13,CTRL-0251,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-13,CTRL-0252,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-13,CTRL-0253,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-14,CTRL-0254,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-14,CTRL-0255,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that transaction monitoring rules are not calibrated against typologies. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-107,Risk that transaction monitoring rules are not calibrated against typologies
AE-14,CTRL-0256,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that Suspicious Activity Reports are not filed within regulatory deadlines. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-108,Risk that Suspicious Activity Reports are not filed within regulatory deadlines
AE-14,CTRL-0257,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-14,CTRL-0258,Operating control over Credit Origination,Control operated within Credit Origination. Mitigates the risk: Risk that credit limits are not approved per delegated authority. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-002,Credit Origination,SR-111,Risk that credit limits are not approved per delegated authority
AE-14,CTRL-0259,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-14,CTRL-0260,Operating control over Credit Origination,Control operated within Credit Origination. Mitigates the risk: Risk that credit decisioning criteria are not applied at origination. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-002,Credit Origination,SR-110,Risk that credit decisioning criteria are not applied at origination
AE-14,CTRL-0261,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that audit findings are not tracked to remediation. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-124,Risk that audit findings are not tracked to remediation
AE-14,CTRL-0262,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-14,CTRL-0263,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that transaction monitoring rules are not calibrated against typologies. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-107,Risk that transaction monitoring rules are not calibrated against typologies
AE-14,CTRL-0264,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-14,CTRL-0265,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-14,CTRL-0266,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-14,CTRL-0267,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that transaction monitoring rules are not calibrated against typologies. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-107,Risk that transaction monitoring rules are not calibrated against typologies
AE-14,CTRL-0268,Operating control over Credit Origination,Control operated within Credit Origination. Mitigates the risk: Risk that credit decisioning criteria are not applied at origination. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-002,Credit Origination,SR-110,Risk that credit decisioning criteria are not applied at origination
AE-14,CTRL-0269,Operating control over Credit Origination,Control operated within Credit Origination. Mitigates the risk: Risk that credit decisioning criteria are not applied at origination. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-002,Credit Origination,SR-110,Risk that credit decisioning criteria are not applied at origination
AE-14,CTRL-0270,Program-level oversight of Sanctions Program Oversight,Governance control providing oversight of Sanctions Program Oversight. Mitigates the risk: Risk that the sanctions screening program has inadequate list coverage. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-018,Sanctions Program Oversight,SR-109,Risk that the sanctions screening program has inadequate list coverage
AE-14,CTRL-0271,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-14,CTRL-0272,Program-level oversight of Sanctions Program Oversight,Governance control providing oversight of Sanctions Program Oversight. Mitigates the risk: Risk that the sanctions screening program has inadequate list coverage. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-018,Sanctions Program Oversight,SR-109,Risk that the sanctions screening program has inadequate list coverage
AE-14,CTRL-0273,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-14,CTRL-0274,Program-level oversight of Sanctions Program Oversight,Governance control providing oversight of Sanctions Program Oversight. Mitigates the risk: Risk that the sanctions screening program has inadequate list coverage. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-018,Sanctions Program Oversight,SR-109,Risk that the sanctions screening program has inadequate list coverage
AE-14,CTRL-0275,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-14,CTRL-0276,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-14,CTRL-0277,Program-level oversight of Sanctions Program Oversight,Governance control providing oversight of Sanctions Program Oversight. Mitigates the risk: Risk that the sanctions screening program has inadequate list coverage. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-018,Sanctions Program Oversight,SR-109,Risk that the sanctions screening program has inadequate list coverage
AE-14,CTRL-0278,Program-level oversight of Sanctions Program Oversight,Governance control providing oversight of Sanctions Program Oversight. Mitigates the risk: Risk that the sanctions screening program has inadequate list coverage. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-018,Sanctions Program Oversight,SR-109,Risk that the sanctions screening program has inadequate list coverage
AE-15,CTRL-0279,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-15,CTRL-0280,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that audit findings are not tracked to remediation. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-124,Risk that audit findings are not tracked to remediation
AE-15,CTRL-0281,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-15,CTRL-0282,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-15,CTRL-0283,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-15,CTRL-0284,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-15,CTRL-0285,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-15,CTRL-0286,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-15,CTRL-0287,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-15,CTRL-0288,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-16,CTRL-0289,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that Suspicious Activity Reports are not filed within regulatory deadlines. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-108,Risk that Suspicious Activity Reports are not filed within regulatory deadlines
AE-16,CTRL-0290,Operating control over Customer Onboarding,Control operated within Customer Onboarding. Mitigates the risk: Risk that KYC identity verification is not performed at customer onboarding. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-001,Customer Onboarding,SR-101,Risk that KYC identity verification is not performed at customer onboarding
AE-16,CTRL-0291,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-16,CTRL-0292,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that Suspicious Activity Reports are not filed within regulatory deadlines. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-108,Risk that Suspicious Activity Reports are not filed within regulatory deadlines
AE-16,CTRL-0293,Program-level oversight of Vendor Performance Monitoring,Governance control providing oversight of Vendor Performance Monitoring. Mitigates the risk: Risk that vendor SLAs and performance are not monitored periodically. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-009,Vendor Performance Monitoring,SR-117,Risk that vendor SLAs and performance are not monitored periodically
AE-16,CTRL-0294,Operating control over Account Servicing,Control operated within Account Servicing. Mitigates the risk: Risk that customer complaints are not logged and triaged. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-005,Account Servicing,SR-129,Risk that customer complaints are not logged and triaged
AE-16,CTRL-0295,Program-level oversight of Sanctions Program Oversight,Governance control providing oversight of Sanctions Program Oversight. Mitigates the risk: Risk that the sanctions screening program has inadequate list coverage. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-018,Sanctions Program Oversight,SR-109,Risk that the sanctions screening program has inadequate list coverage
AE-16,CTRL-0296,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-16,CTRL-0297,Program-level oversight of Vendor Due Diligence,Governance control providing oversight of Vendor Due Diligence. Mitigates the risk: Risk that vendors are not onboarded per Third Party Risk policy. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-008,Vendor Due Diligence,SR-116,Risk that vendors are not onboarded per Third Party Risk policy
AE-16,CTRL-0298,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-16,CTRL-0299,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-16,CTRL-0300,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-16,CTRL-0301,Operating control over Customer Onboarding,Control operated within Customer Onboarding. Mitigates the risk: Risk that Customer Due Diligence is not refreshed per policy cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-001,Customer Onboarding,SR-102,Risk that Customer Due Diligence is not refreshed per policy cadence
AE-16,CTRL-0302,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-16,CTRL-0303,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that audit findings are not tracked to remediation. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-124,Risk that audit findings are not tracked to remediation
AE-16,CTRL-0304,Operating control over Account Servicing,Control operated within Account Servicing. Mitigates the risk: Risk that customer complaints are not logged and triaged. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-005,Account Servicing,SR-129,Risk that customer complaints are not logged and triaged
AE-17,CTRL-0305,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-17,CTRL-0306,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-17,CTRL-0307,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
